6,60,1,5000,6.899908
6,32.5,1,4999,7.067178
6,5,1,100,7.34198
14,5,1,3000,14.45098
6,-32.5,-1,3000,-6.338356
14,32.5,1,6000,14.3315
14,60,1,8000,15.67563
14,-32.5,-1,9000,-14.36137
6,-60,-1,1000,-7.754182
14,-60,-1,7000,-15.68758
6,-5,1,50,-7.347953
14,-5,-1,30,-14.445
6,5,1,20,6.595236
14,32.5,1,7000,15.10811
14,5,1,2000,14.445
6,-5,-1,1000,-6.583288
6,-32.5,-1,500,-7.132891
6,-60,-1,500,-7.801973
14,-5,-1,100,-14.47487
14,-32.5,-1,50,-15.16187
14,60,1,150,15.00058
14,-60,-1,200,-14.97071
6,60,1,50,6.971595
6,32.5,1,20,7.126917
14,-32.5,-1,50,-14.36734
6,-5,-1,10,-7.383797
14,5,1,30,13.70423
6,32.5,1,5,7.132891
6,5,1,2,7.371849
6,60,1,20,7.831843
14,-5,-1,40,-13.66241
14,-60,-1,70,-15.8429
14,32.5,1,100,14.37331
6,-32.5,-1,20,-6.314461
6,-60,-1,5,-7.813921
14,60,1,70,15.09019
